ABV,Appellation,Country,Id,Name,Producer,Region,Retail,Upc,Varietal,Vintage,color,image_url,professional_ratings,reference_url,volume_ml
14.5,NAPA VALLEY,United States,10060824,STAG'S LEAP ARTEMIS CABERNET SAUVIGNON,Stag's Leap Wine Cellars,California,89.99,88593700200,Cabernet Sauvignon,2019,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/jk9za5a208d6or3mjjrz.jpg","[{""source"": ""James Suckling"", ""score"": 93, ""max_score"": 100, ""note"": ""Cassis, dried blueberries, violets, ink, graphite, dried leaves and cigar box on the nose. Full-bodied with firm, polished tannins. Smooth and supple with excellent balance and length. Drink from 2023.""}, {""source"": ""Jeb Dunnuck"", ""score"": 91, ""max_score"": 100, ""note"": ""A terrific, well-priced Napa Cabernet, the 2019 Cabernet Sauvignon Artemis has a great nose of pure cassis fruits as well as tobacco, spring flowers, and a touch wet stone and graphite. Medium to full-bodied on the palate, it has a good sense of elegance and ripe tannins.""}, {""source"": ""Decanter"", ""score"": 91, ""max_score"": 100, ""note"": ""Aromas of cassis, cigar box and cocoa. Concentrated palate, with chocolate-covered cherry fruit flavours and fine-grained tannins. Lovely acidity. Blend : 99% Cabernet Sauvignon, 1% Cabernet Franc""}]",https://www.wine.com/product/stags-leap-wine-cellars-artemis-cabernet-sauvignon-2019/874274,750
12,,France,10060832,VEUVE CLICQUOT BRUT,Veuve Clicquot,Champagne,42.99,81753050221,Sparkling Blend,,sparkling,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/341366bbs.jpg","[{""source"": ""Wilfred Wong of Wine.com"", ""score"": 92, ""max_score"": 100, ""note"": ""Medium straw, yellow color; complex aromas of ripe apple and light cream, excellent depth and persistence; medium bodied, active and layered on the palate; dry, medium acidity, well balanced; bright and beautiful ripe fruit and cream in the flavors; medium finish, lasting impression in the aftertaste. Calls for petrale in a Champagne reduction sauce with fresh, savory herbs.""}, {""source"": ""James Suckling"", ""score"": 92, ""max_score"": 100, ""note"": ""Some oyster shell, berry biscuits, fresh strawberries and gently toasty brioche here. Lots to like. The palate is plump and flavorsome with plenty of berries and citrus intertwined. Good depth here. Grapefruit finish.""}, {""source"": ""Wine Spectator"", ""score"": 90, ""max_score"": 100, ""note"": ""This is tightly knit and racy, with a spicy underpinning and a clean-cut mix of poached pear, grated ginger and pink grapefruit zest. An aperitif style, showing a crisp, lacy finish. Drink now.""}]",https://www.wine.com/product/veuve-clicquot-yellow-label-brut-with-isothermic-gift-bag/341366,375
12,,France,10060833,VEUVE CLICQUOT BRUT NV,Veuve Clicquot,Champagne,69.99,81753050207,Sparkling Blend,,sparkling,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/ss3a7eatucpizjphtsck.jpg","[{""source"": ""Tasting Panel"", ""score"": 93, ""max_score"": 100, ""note"": ""At a glance, the iconic yellow label connotes and invites celebration and with one sip, the vibrant Pinot Noir-dominant wine inside invariably gets it underway Aromas of baked apple and quince are energetically dappled with salted almond and white blossom, while the fairly ty fleshy mouthfeel intersects neatly with firm acidity amid intimations of red berry and pastry""}, {""source"": ""James Suckling"", ""score"": 92, ""max_score"": 100, ""note"": ""This has aromas of grapefruit, citrus peel, quince, toast and almonds. It\u2019s medium-bodied with creamy, fine tannins. Silky texture. Nutty complexity at the end.""}, {""source"": ""Decanter"", ""score"": 91, ""max_score"": 100, ""note"": ""Noticeable fruit intensity and fresh notes of red fruits, fresh blueberries and a small amount of quince. Interesting and quite demanding.""}, {""source"": ""Wine Spectator"", ""score"": 90, ""max_score"": 100, ""note"": ""Lively, with tangy acidity and a zesty mousse, this aperitif-style Champagne shows notes of mandarin orange, blackberry, toast and a touch of pastry cream. Subtle, smoke-tinged finish.""}, {""source"": ""Wine Enthusiast"", ""score"": 90, ""max_score"": 100, ""note"": ""This ever-popular Champagne is getting imperceptibly drier. There is a fresh edge to it that is new and welcome. Crisp apple fruits give the wine a lift at the end.""}]",https://www.wine.com/product/veuve-clicquot-yellow-label-brut/528,750
12,,France,10060834,VEUVE CLICQUOT BRUT YELLOW LABEL,Veuve Clicquot,Champagne,169.99,81753810979,Sparkling Blend,,sparkling,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/341366bbs.jpg","[{""source"": ""Wilfred Wong of Wine.com"", ""score"": 92, ""max_score"": 100, ""note"": ""Medium straw, yellow color; complex aromas of ripe apple and light cream, excellent depth and persistence; medium bodied, active and layered on the palate; dry, medium acidity, well balanced; bright and beautiful ripe fruit and cream in the flavors; medium finish, lasting impression in the aftertaste. Calls for petrale in a Champagne reduction sauce with fresh, savory herbs.""}, {""source"": ""James Suckling"", ""score"": 92, ""max_score"": 100, ""note"": ""Some oyster shell, berry biscuits, fresh strawberries and gently toasty brioche here. Lots to like. The palate is plump and flavorsome with plenty of berries and citrus intertwined. Good depth here. Grapefruit finish.""}, {""source"": ""Wine Spectator"", ""score"": 90, ""max_score"": 100, ""note"": ""This is tightly knit and racy, with a spicy underpinning and a clean-cut mix of poached pear, grated ginger and pink grapefruit zest. An aperitif style, showing a crisp, lacy finish. Drink now.""}]",https://www.wine.com/product/veuve-clicquot-yellow-label-brut-with-isothermic-gift-bag/341366,1500
13.5,MONTEREY,United States,10060946,"LA CREMA CHARDONNAY MONTEREY""",La Crema,California,23.99,49331021094,Chardonnay,2023,white,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/isuu8qxtedpeegjo5sou.jpg","[{""source"": ""Wine Spectator"", ""score"": 89, ""max_score"": 100, ""note"": ""Smooth and plump, with an appealing seamlessness to the spice, melon, lemon zest and ripe peach flavors. There's a creamy, juicy quality that makes this white appealing and stylish. Lingering finish. Drink now. 253,505 cases made.""}]",https://www.wine.com/product/la-crema-monterey-chardonnay-2023/2061629,750
13.5,VENETO,Italy,10060948,ALLEGRINI PALAZZO DELLA TORRE,Allegrini,Veneto,24.99,812643020006,Red Blend,2019,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/dssgacybjxi7jzaksl6z.jpg","[{""source"": ""James Suckling"", ""score"": 93, ""max_score"": 100, ""note"": ""Intense nose with hints of coffee and black chocolate to the raspberry jam and dark cherries. Nicely dry and bitter with dark-chocolate character that extends to the long, polished finish with silky tannins. Drink or hold.""}]",https://www.wine.com/product/allegrini-palazzo-della-torre-2019/1177770,750
13.5,,Italy,10060952,VILLA ANTINORI TOSCANA ROSSO,Marchesi Antinori,Tuscany,24.99,88586002755,Sangiovese,2019,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/vnbarnv1ocpbq8sq7ehy.jpg","[{""source"": ""James Suckling"", ""score"": 92, ""max_score"": 100, ""note"": ""A floral and bright red with brambleberry character. Cedar, too. Medium body with very fine tannins that are polished and beautiful. Long and refined. So delicious. A complete and balanced Tuscan red. A blend of cabernet sauvignon, merlot, sangiovese, syrah and petit verdot. Drink now.""}, {""source"": ""Wine Spectator"", ""score"": 90, ""max_score"": 100, ""note"": ""Gains intensity from the cherry and blackberry flavors, which are augmented by earth, tobacco and menthol accents. The solid structure lends support and a vibrant feel. Sangiovese, Cabernet Sauvignon, Merlot and Syrah.""}, {""source"": ""Wine Enthusiast"", ""score"": 90, ""max_score"": 100, ""note"": ""This Sangiovese blended with Cabernet Sauvignon, Merlot and Syrah offers a nose of black cherry, chocolate, dirt and coffee grinds, with a palate of bing cherries, medicinal herbs and more coffee. A velvety richness is brought by easygoing tannins while bouncy acid gives a back palate reminiscent of a glass of Manhattan Special.""}]",https://www.wine.com/product/marchesi-antinori-villa-toscana-2019/938013,750
13,MARLBOROUGH,New Zealand,10060974,KIM CRAWFORD SAUVIGNON BLANC,Kim Crawford,South Island,19.99,689352009611,Sauvignon Blanc,2024,white,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/pqvm6cpgutpzpgh6bt6b.jpg","[{""source"": ""James Suckling"", ""score"": 90, ""max_score"": 100, ""note"": ""A crunchy and easy sauvignon blanc that delivers green-melon and apple aromas and flavors. It\u2019s medium-bodied, lightly sweet and crisp at the end. Nicely done.""}]",https://www.wine.com/product/kim-crawford-sauvignon-blanc-2024/3039933,750
14.4,NAPA VALLEY,United States,10061015,CAYMUS CABERNET SAUVIGNON,Caymus,California,119.99,17224712107,Cabernet Sauvignon,2020,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/aieysyhe4fzjkeunbkzj.jpg","[{""source"": ""Wilfred Wong of Wine.com"", ""score"": 92, ""max_score"": 100, ""note"": ""COMMENTARY: The 2020 Caymus Vineyards Cabernet Sauvignon is full-framed and lasting on the palate. TASTING NOTES: This wine excels with aromas and flavors of sandalwood, black fruit, and oak. Serve it with an oven-baked eye of the round roast. (Tasted: July 18, 2022, San Francisco, CA)""}, {""source"": ""Wine Spectator"", ""score"": 91, ""max_score"": 100, ""note"": ""A crowd-pleaser, with boysenberry and acai berry fruit flavors streaming through, while a silky but persistent structure carries this through the chocolate-framed finish. Caressing in feel, with a subtle savory echo at the very end. Drink now through 2033. 141,348 cases made.""}]",https://www.wine.com/product/caymus-napa-valley-cabernet-sauvignon-2020/996340,750
14,,Italy,10061068,TIGNANELLO TOSCANA IGT '21,Marchesi Antinori,Tuscany,204.99,88586002465,Super Tuscan,2021,red,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/lrynvgar46ygc8mngprg.jpg","[{""source"": ""James Suckling"", ""score"": 97, ""max_score"": 100, ""note"": ""Violets and lavender with dark fruit and hints of dark chocolate. Sophisticated nose. Medium-bodied with fine tannin structure that gives this finesse and beauty. It\u2019s very long and goes on for minutes. Precision.""}, {""source"": ""Wine Enthusiast"", ""score"": 96, ""max_score"": 100, ""note"": ""Delightfully approachable on the nose right away, with warm mocha notes and cool graphite aromas against Bing and black cherries. The palate is equally outrageously delicious and easy to love even in its unbridled youth, with more cherries, blackberries, raspberries and chocolate inside a framework of tannins made to measure and acid built like an invisible force field.""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 95, ""max_score"": 100, ""note"": ""Newly on the market now, the 2020 Tignanello shows a gorgeous bouquet with an upfront and accessible personality. Right off the bat, you get dark cherry, dried raspberry, spice, toasted almond and citrusy blood orange. The blend is normally 75% to 80% Sangiovese with 7% Cabernet Franc. The grape in between, making up 13% to 18%, is Cabernet Sauvignon. This vintage is very pretty and won\u2019t require a long wait. The tannins are sweet and silky. \u201cTignanello proves itself as a great vineyard site in both the challenging and the classic years,\u201d says Managing Director Renzo Cotarella.""}, {""source"": ""Wine Spectator"", ""score"": 94, ""max_score"": 100, ""note"": ""A concentrated red, with black cherry, blackberry, iron, tobacco and vanilla flavors framed by sweet spices and toast accents. Ends with mouthcoating tannins, yet is pretty well-balanced overall. Alluring and classy.""}]",https://www.wine.com/product/marchesi-antinori-tignanello-2020/1442536,750
14.5,,United States,10061071,DUCKHORN MERLOT,Duckhorn Vineyards,California,69.99,669576019283,Merlot,2020,red,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/ofg1suj4wufjot1jaqfz.jpg","[{""source"": ""James Suckling"", ""score"": 93, ""max_score"": 100, ""note"": ""A juicy and fruity Merlot blend with plum, chocolate and hazelnut aromas and flavors. Full and layered with fleshy tannins and a flavorful finish. Velvety texture. Lovely approach ability.""}, {""source"": ""Wilfred Wong of Wine.com"", ""score"": 91, ""max_score"": 100, ""note"": ""MY PUBLISHED NOTES: COMMENTARY: The 2020 Duckhorn Vineyards Napa Valley Merlot is elegant yet persistent on the palate. TASTING NOTES: This wine offers aromas and flavors of red and black fruits, sagebrush, and hints of licorice and oak. Enjoy it with Instant Pot chicken with savory herbs. (Tasted: March 23, 2023, San Francisco, CA)""}]",https://www.wine.com/product/duckhorn-napa-valley-merlot-2020/1144745,750
,,Spain,10061135,BODEGA NUMANTHIA TERMANTHIA,Numanthia,Toro,225.99,81753814083,,2012,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/uypfkfpf1mtuidanrhol.jpg","[{""source"": ""Wine Spectator"", ""score"": 95, ""max_score"": 100, ""note"": ""Dense and polished, this red is muscular yet balanced, with firm, well-integrated tannins and lively acidity supporting rich flavors of blackberry, cocoa, licorice and mineral. Monolithic now, but has real depth. Best from 2018 through 2028.""}, {""source"": ""James Suckling"", ""score"": 93, ""max_score"": 100, ""note"": ""Big and powerful red defined by a stony, seaweed, blackberry and bay-leaf character. Complex and layered. Full-bodied and broad-shouldered with fine tannins and a fresh, spicy and earthy finish. Jammy and old-school Spanish red but impressive nonetheless. Drink now or hold.""}, {""source"": ""Decanter"", ""score"": 92, ""max_score"": 100, ""note"": ""Fresh nose of ripe dark plums with nuances of minty notes, cigar box and spices. Concentrated and dense on the palate.""}, {""source"": ""Wine & Spirits"", ""score"": 90, ""max_score"": 100, ""note"": ""Numanthia's most ambitious wine, this is a selection from a parcel of 120-year-old bush bines. It's a little shy in scent, with hints of fig and nuts. However, the character of the warm 2012 vintage is revealed in the wine's structure, a massive construction of fine, firm tannins that holds up an impressive concentration of fruit. The density of that fruit feels as thick as the vines that grow it.""}]",https://www.wine.com/product/numanthia-termanthia-toro-2012/144083,750
11,PROSECCO,Italy,10061199,MIONETTO PROSECCO BRUT,Mionetto,Veneto,17.99,727760501638,Glera,,sparkling,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/gzgp9efhhc75tg6y9o7x.jpg","[{""source"": ""Wine Enthusiast"", ""score"": 90, ""max_score"": 100, ""note"": ""Fresh and vibrant, this classic Prosecco is exactly what we are all looking for: freshness, fun and fruitiness. Ample apple and lemon notes with a touch of white flower define the nose. These lead to a zippy palate that directly translates from the nose with loads of fresh apples and a touch of minerality.""}]",https://www.wine.com/product/mionetto-prosecco-brut/114238,750
12,,France,10061206,LAURENT PERRIER ROSE,Laurent-Perrier,Champagne,109.99,84878830006,Sparkling Blend,,rose,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/jr5fvv7e2h1mwjlworbz.jpg","[{""source"": ""Tasting Panel"", ""score"": 97, ""max_score"": 100, ""note"": ""Generosity no less than grace defines this 100% Pinot Noir from ten different crus primarily in the Montagne de Reims. Slightly coppery salmon-pink in the glass, it displays a radiant nose of ripe red berries that pop against glimmers of spiced biscotti and roasted cashew. On a broad palate of pure silk, raspberry and black cherry are underlined by blood-orange rind and crushed rock before a long, almost voluptuous finish that's slightly savory with dried mint.""}, {""source"": ""Decanter"", ""score"": 95, ""max_score"": 100, ""note"": ""Ethereal floral and raspberry nose. A vinous palate with a mild mousse, the soft texture all wrapped in spice, nuts, smoke and a superior berry tincture. Very long and easy to enjoy.""}, {""source"": ""Australian Wine Companion"", ""score"": 95, ""max_score"": 100, ""note"": ""100% pinot noir; 10 crus; 50/50% base year/previous vintage; 5 years on lees; 8g/l dosage. The unique vinification of the base wine in oak sees destemmed grapes macerated for 48 to 72 hours, and fermentation of virtually free run juice. The result is a pale salmon hue, aromas of rose petals and spices and a supple palate driven by red berries and cherry, and a crisp, clean finish.""}, {""source"": ""Wine Enthusiast"", ""score"": 94, ""max_score"": 100, ""note"": ""A finely textured ros\u00e9 Champagne, this wine is rich yet with a fine dry core. It is 100% Pinot Noir, structured with acidity as well as red fruits.""}, {""source"": ""Wine Spectator"", ""score"": 92, ""max_score"": 100, ""note"": ""Baked cherry and strawberry fruit flavors are ripe and juicy in this bright ros\u00e9, underscored by minerally smoke and chalk accents. Hints of candied orange peel, dried thyme and ground ginger play on the fruit range and ride the fine, lively mousse and lingering finish.""}, {""source"": ""Jeb Dunnuck"", ""score"": 92, ""max_score"": 100, ""note"": ""A bright pink hue, the NV Champagne Cuvee Rose Brut is expressive with a great nose, leading with ripe raspberries, candied citrus, delicate flint, and fresh roses. Medium-bodied, it\u2019s fruity and balanced, with a refreshing spine of acidity and a fluffy and fine mousse. It\u2019s fine and delicate, though it has a structured feel. It would be outstanding paired with duck.""}, {""source"": ""Wine & Spirits"", ""score"": 92, ""max_score"": 100, ""note"": ""Intensely floral, this wine has a copper-pink color that\u2019s reflected in the coppery and salty edge of its raspberry and mineral depths. It\u2019s ripe, savory and clean, and hard to resist if there are duck rillettes nearby.""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 91, ""max_score"": 100, ""note"": ""Based on the 2019 vintage and disgorged in November 2024 with a dosage of eight grams per liter, the latest release of Laurent-Perrier\u2019s NV Brut Cuv\u00e9e Ros\u00e9 is showing nicely, opening with aromas evocative of pomegranate, dark cherry, blood orange and bergamot, with a with hint of Sichuan pepper. On the palate, it is medium- to full-bodied, vinous and expansive, with a youthful, frothy mousse and a richly concentrated core of fruit, underpinned by ripe yet vibrant acidity. The wine concludes with a long, perfumed finish. This is a versatile Champagne that pairs seamlessly with a range of dishes, from red meats to tuna.""}]",https://www.wine.com/product/laurent-perrier-cuvee-rose/10521,750
13.5,,Argentina,10061246,CATENA CLASSIC MALBEC,Catena Zapata,Mendoza,26.99,98709088580,Malbec,2019,red,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/anv642z9l4jrclpkyfid.jpg","[{""source"": ""Robert Parker's Wine Advocate"", ""score"": 92, ""max_score"": 100, ""note"": ""The excellent and floral 2019 Catena Malbec shows the typicity of the grape, violets and red berries, and the freshness of the year. It has the textbook aromas and a soft and velvety mouthfeel, with very fine grainy tannins.""}]",https://www.wine.com/product/catena-malbec-2019/771981,750
13.5,CHIANTI CLASSICO,Italy,10061282,ANTINORI CHIANTI CLASSICO PEPPOLI,Marchesi Antinori,Tuscany,24.99,88586002564,Sangiovese,2020,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/kxuos6zn2kcfvgde3nou.jpg","[{""source"": ""Wine Enthusiast"", ""score"": 90, ""max_score"": 100, ""note"": ""Cherries, strawberries and ripe tomatoes pop off the nose of this Chianti Classico standby from Antinori, with more classic notes of wild fennel, soil and balsamic vinegar arriving after a moment. The palate is fresh and bright with more cherries, joined with figs and plums, before hints of dark chocolate. Dusty tannins highlight earthy undertones for a savory contrast.""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 90, ""max_score"": 100, ""note"": ""This is a fun, easy-drinking red with a steady following. The Marchesi Antinori 2020 Chianti Classico P\u00e8ppoli marks the beginning of a new chapter for this popular bottle. Feeling that the wine had become too austere in recent years, the wine making team opted for bigger oak barrels for less invasive oak. Fruit is selected from across various villages in the appellation. A tiny element of Merlot in this Sangiovese-based wine adds softness. These are logical choices that follow recent vintage trends, and here you get ripe cherry, cr\u00e8me de cassis and lightly toasted spice. It's a classic package and a good value.""}, {""source"": ""Jeb Dunnuck"", ""score"": 90, ""max_score"": 100, ""note"": ""The 2020 Chianti Classico Peppoli has a lovely bouquet of sweet red and blue berries, purple flowers, and white pepper. This moves seamlessly to the palate, which has a medium frame, generous and rounded red raspberry fruit, fine tannins, and warming cedar. ?""}]",https://www.wine.com/product/marchesi-antinori-peppoli-chianti-classico-2020/1017587,750
15.5,AMARONE DELLA VALPOLICELLA,Italy,10061300,MASI AMARONE CLASSICO COSTASERA,Masi,Veneto,72.99,815132010076,Red Blend,2018,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/bgwsfhlfa8v7uew6wryd.jpg","[{""source"": ""James Suckling"", ""score"": 93, ""max_score"": 100, ""note"": ""The flagship: 70% corvina, 25% rondinella and a smidgeon of the oft-forgotten molinara for welcome freshness. Only south-west facing hillside fruit is used for the Amarones here, promoting a longer and slower appassimento process. Often the grapes are still on the vine come November, with extended appassimento on traditional bamboo racks. The formidable level of dry extract is consummate across a spread of bitter cherry, amaro bitters and dried herbs, strewn across the long, impressive finish. I like this. A wine for drinking rather than for the mantle. A very good opening act.""}, {""source"": ""Wine Spectator"", ""score"": 91, ""max_score"": 100, ""note"": ""A fresh red, with well-knit tannins and savory notes of cured tobacco and smoke, transitioning to reveal ripe cherry and black plum fruit. Offers iron and mineral accents on the finish. Corvina, Molinara and Rondinella. Drink now through 2033. 14,000 cases made, 12,500 cases imported.""}]",https://www.wine.com/product/masi-costasera-amarone-classico-2018/1393264,750
13,,France,10061317,WHISPERING ANGEL ROSE,Chateau d'Esclans,Provence,27.99,81753833916,Rosé Blend,2022,rose,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/mnvkj9elcy1lcylhvqab.jpg","[{""source"": ""Tasting Panel"", ""score"": 94, ""max_score"": 100, ""note"": ""This wine is close to the tip of the quality pyramid of Proven\u00e7al ros\u00e9 in most vintages, and the 2022 release is certainly no exception. Comprised mostly of Grenache, Cinsault, and Vermentino, it is both unusually concentrated though not remotely heavy-and atypically flavorful for the category while maintaining the sense of restraint and subtlety that has made Provence the global stylistic leader for wines of this type. The aromas and flavors are impressively pure and well defined.""}, {""source"": ""James Suckling"", ""score"": 91, ""max_score"": 100, ""note"": ""Pale apricot color with aromas of pomegranates, grapefruit, rosemary, lavender and peaches. Fresh and delicate, yet fragrant and flavorful, with a medium body and bright acidity. Lovely fresh pink fruit. Drink and enjoy.""}]",https://www.wine.com/product/chateau-desclans-whispering-angel-rose-2022/1255471,750
,GAVI,Italy,10061373,LA SCOLCA GAVI,La Scolca,Piedmont,22.99,89744756527,Cortese,2021,white,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/oiyepmmaatqkvymakbom.jpg","[{""source"": ""James Suckling"", ""score"": 90, ""max_score"": 100, ""note"": ""Fresh white pears, chopped apples, lemons, white flowers and wet stones on the nose. Crisp, fresh and medium-bodied. Clean and no-nonsense Gavi. Drink now.""}]",https://www.wine.com/product/la-scolca-white-label-gavi-2021/1005070,750
14.2,,United States,10061645,CORISON  NAPA CABERNET,Corison Wines,Napa Valley,104.99,,Cabernet Sauvignon,2017,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/hrut4uc3nz8d1hcfqsh7.jpg","[{""source"": ""Wine Enthusiast"", ""score"": 95, ""max_score"": 100, ""note"": ""From benchland vineyards, the winemaker's perennial beauty of a wine is structured, evolved, graceful and complex, with powerful floral aromatics of rose and violet. Earthy and herbal, it tastes of rock and iron, with bright underlying invitations of cassis, tangy cherry and plum. This will do well in the cellar; enjoy best from 2027 through 2030.""}, {""source"": ""James Suckling"", ""score"": 94, ""max_score"": 100, ""note"": ""A succulent red with currants and fine, lightly dusty tannins. Medium to full body. Cedar and hazelnuts at the finish. Extremely refined and delicious. Drink now or hold.""}, {""source"": ""Wine Spectator"", ""score"": 94, ""max_score"": 100, ""note"": ""A very fresh, pure, high-toned style, offering a pure, almost distilled essence of damson plum, black cherry and raspberry fruit laced with floral and black tea notes. Darkens up a little on the finish, with a lingering hint of wood spice. An alluring wine. Drink now through 2034.""}, {""source"": ""Wine & Spirits"", ""score"": 92, ""max_score"": 100, ""note"": ""A tense wine that needs time to unwind, this is based on western benchland fruit farmed and harvested for lithe elegance rather than effusive power. At first, it gives little aside from rose scents and some sappy rosewood notes. The fruit comes later as the tannins relent, offering black-raspberry and black-currant flavors that are clean and clear. Cathy Corison takes a long view on her cabernet, building finely structured wines to cellar.""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 92, ""max_score"": 100, ""note"": ""Medium to deep garnet-purple colored, the 2017 Cabernet Sauvignon slowly unfurls to reveal a beautiful nose of warm redcurrants, black raspberries and blackcurrant pastilles with an undercurrent of violets, fragrant soil and cinnamon stick. The medium-bodied palate is elegant and refreshing, delivering elegantly styled and yet wonderfully vibrant red and black fruits flavors, finishing with an energetic herbal lift. Rating : 92+""}]",https://www.wine.com/product/corison-cabernet-sauvignon-2017/670000,750
12.5,,United States,10061659,Gloria Ferrer Sonoma Brut,Gloria Ferrer,Sonoma County,33.99,33293111009,,,sparkling,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/kpy8nxjhz1nuq7e3dcyu.jpg","[{""source"": ""Wine Spectator"", ""score"": 91, ""max_score"": 100, ""note"": ""Vibrant and expressive, with lively apple and cinnamon brioche aromas leading to elegantly complex piecrust, strawberry and spice flavors that linger. Drink now.""}, {""source"": ""Wine Enthusiast"", ""score"": 90, ""max_score"": 100, ""note"": ""A rich, exuberant nose of apple and sea spray leads to a steely palate built up by nervy, focused acidity. Accents of oyster shell and earth permeate the midpalate in this Pinot Noir-dominant sparkler.""}, {""source"": ""Wilfred Wong of Wine.com"", ""score"": 90, ""max_score"": 100, ""note"": ""COMMENTARY: The Gloria Ferrer Sonoma Brut deftly highlights the gentleness of wines made from the Carneros AVA. TASTING NOTES: This wine exhibits active beads in its appearance, followed by aromas and flavors of ripe apple and savory spices. Enjoy it with roast chicken in fresh pasta and a creamy sauce. (Tasted: December 31, 2020, San Francisco, CA)""}]",https://www.wine.com/product/gloria-ferrer-sonoma-brut/1898,750
10.5,,Portugal,10061914,MAPRECO,Mapreco,Vinho Verde,12.99,15643238260,,2024,rose,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/i6poasy7dtb4a0egqzre.jpg","[{""source"": ""Wilfred Wong of Wine.com"", ""score"": 89, ""max_score"": 100, ""note"": ""The 2024 Mapreco Vinho Verde is straw in color with a subtle bronze tint. It opens with distinctive aromas of sun-dried rocks, leading to a rewarding palate layered with dried earth and citrus peel. Crisp and focused, its decidedly dry finish makes it an excellent companion to fish and chips, where its minerality and acidity cut through the dish\u2019s savory crunch. (Tasted: July 28, 2025, San Francisco, CA)""}]",https://www.wine.com/product/mapreco-vinho-verde-rose-2024/3319206,750
