ABV,Appellation,Country,Id,Name,Producer,Region,Retail,Upc,Varietal,Vintage,color,image_url,professional_ratings,reference_url,volume_ml
12.5,VENEZIA GIULIA,Italy,10069330,CANTINA PUIATTI RIBOLLA GIALLA,Cantina Puiatti,Friuli-Venezia Giulia,25.99,86785121604,Ribolla Gialla,2021,white,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/evur8vcpdvrqjzn9lckn.jpg","[{""source"": ""Wine Enthusiast"", ""score"": 90, ""max_score"": 100, ""note"": ""Ribolla Gialla is one of the unique local grapes of Friuli and this bottling provides a textbook example of this worthwhile variety. The moment you pour the wine, it is as if you are picking the freshest and ripest apple in an orchard. In between hints of apples, the wine offers freshly cut white flowers, sea breeze and gravel. The palate continues with pear, wildflower honey and a distinct minerality that adds nuance on the finish.""}]",https://www.wine.com/product/cantina-puiatti-ribolla-gialla-2021/1195534,750
12,CARNEROS,United States,10069336,CHANDON BY THE BAY BLANC DE BLANCS,Chandon,California,37.99,85155273820,Chardonnay,,sparkling,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/drifrfl45xombakjdez9.jpg","[{""source"": ""Wilfred Wong of Wine.com"", ""score"": 92, ""max_score"": 100, ""note"": ""COMMENTARY: The Chandon By the Bay Reserve is elegant, alive, and bright. TASTING NOTES: This wine starts out with a steady mousse and stays persistent and fine on the palate. Enjoy its apple and mineral aromas and flavors with a plate of tiny raw brine-fresh oysters. (Tasted: June 11, 2020, San Francisco, CA)""}, {""source"": ""Wine Spectator"", ""score"": 92, ""max_score"": 100, ""note"": ""Unabashedly California is style, with bold and generous baked apple, Meyer lemon and yeast roll flavors that build richness on the long finish.""}, {""source"": ""Wine Enthusiast"", ""score"": 92, ""max_score"": 100, ""note"": ""A nose of lemon zest and phyllo dough leads to subtle flavors of green and golden apples draped in a lively, buoyant mousse. This attractive all-Chardonnay wine is fruity, nearly dry and quite appetizing in texture.""}, {""source"": ""James Suckling"", ""score"": 92, ""max_score"": 100, ""note"": ""Grown on Chandon\u2019s property close to chilly San Pablo Bay, this cool, fresh wine offers a plush, velvety mousse, light citrus and crisp apple flavors with hints of minerals and salinity. It is 100% chardonnay, light-bodied, made with 10-15% of barrel fermentation in neutral barrels.""}, {""source"": ""Tasting Panel"", ""score"": 92, ""max_score"": 100, ""note"": ""Cool composure characterizes this 100% Chardonnay, 15% of which spends a brief interval in French oak before assemblage and secondary fermentation in bottle. Aromas of toast and both Anjou and Asian pear, mingled with intimations of sage and br\u00fbl\u00e9ed pineapple, carry over to the undulatingly smooth palate, where breezy minerality ushers in lime and burnt almond on the finish.""}, {""source"": ""Decanter"", ""score"": 90, ""max_score"": 100, ""note"": ""A rich style with purity, zest and admirable fresh orchard fruit definition. A little yeasty wealth, bruised apple and sweet spice.""}]",https://www.wine.com/product/chandon-by-the-bay-reserve-blanc-de-blancs/632718,750
13,CAHORS,France,10069343,CHATEAU DU CAILLAU,Chateau Du Caillau,Southwest France,18.99,873964001150,Malbec,2021,red,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/lx5qtlyhi45eadjrtnx9.jpg","[{""source"": ""Wilfred Wong of Wine.com"", ""score"": 92, ""max_score"": 100, ""note"": ""COMMENTARY: The 2021 Chateau du Caillau is generous and well-packed on the palate. TASTING NOTES: This wine offers aromas and flavors of black fruits, licorice, and earthy notes. Enjoy it with an old-fashioned beef stew. (Tasted: August 31, 2023, San Francisco, CA)""}, {""source"": ""Wine Enthusiast"", ""score"": 90, ""max_score"": 100, ""note"": ""A ripe, spicy wine, this has bold tannins and dark, dense fruit. It is rich, still showing a firm structure that needs to soften. Drink this fine wine from 2025.""}]",https://www.wine.com/product/chateau-du-caillau-cahors-2021/1405250,750
12.5,NAPA VALLEY,United States,10069370,Ink Grade,Ink Grade,California,249.99,850020489039,Cabernet Sauvignon,2017,red,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/hm7dm0himvfok5vdhyo8.jpg","[{""source"": ""Wine Spectator"", ""score"": 93, ""max_score"": 100, ""note"": ""Lots of harnessed power in this version. A deep well of cassis, plum and boysenberry fruit flavors are in reserve, but for now encased by tannins and racy red tea and savory details. Sleek, with a deeply buried iron note. Everything should meld and stretch out nicely with some cellaring. Best from 2023 through 2035.""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 93, ""max_score"": 100, ""note"": ""The team at Ink Grade favors east and north-facing blocks for their own label, including the 2017 Cabernet Sauvignon. Aged in a variety of different-sized oak vessels, the nose features scents of vanilla, cedar and cassis, with a gentle minty overtone. Full-bodied and firm but not lacking flesh or richness, this wine is dense and concentrated but lively and taut, with a long, dusty finish framed by fine-grained tannins.""}]",https://www.wine.com/product/ink-grade-howell-mountain-cabernet-sauvignon-2017/1069620,750
,,France,10069379,SAINT-ESTEPHE DE CALON SEGUR,Chateau Calon-Segur,Bordeaux,49.99,607921035236,,2016,red,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/foxz4wiqvpzs7m1i9rfd.jpg","[{""source"": ""James Suckling"", ""score"": 93, ""max_score"": 100, ""note"": ""Plenty of beautiful aromas of blackcurrants, blackberries and hints of spice and cedar. This is very fine-grained with medium body and a delicious finish. Savory and fine and so delicious. Second wine of Ch\u00e2teau Calon S\u00e9gur. Try from 2022.""}, {""source"": ""Jeb Dunnuck"", ""score"": 92, ""max_score"": 100, ""note"": ""Tasted out of barrel, the 2016 Calon S\u00e9gur Le Marquis de Calon S\u00e9gur will be another winner, and it\u2019s more and more apparent that the northern Medoc was a fabulous place to be in 2016. Deep purple-colored, loaded with notions of kirsch, black cherries, scorched earth, and new leather, medium to full-bodied, and downright opulent on the palate, this classy, impeccably balanced 2016 will keep for 10-15 years. Barrel Sample: 90-92""}, {""source"": ""Decanter"", ""score"": 91, ""max_score"": 100, ""note"": ""A beautifully vibrant violet colour with tight, sappy, dark fruits that grip right through the palate. This is a beautifully mouthwatering second wine ...aged in 30% new oak for 17 months. The young vines suffered somewhat in 2016 with the drought, and many that were blended into the grand vin in 2015 (70% Merlot) did not make it in 2016.""}, {""source"": ""Wine Spectator"", ""score"": 90, ""max_score"": 100, ""note"": ""This has a solid core of dark plum and blackberry fruit laced with subtle alder and tobacco notes. Delivers a smoldering charcoal hint on the finish, though this red is open, fleshy and accessible in feel. Drink now through 2030.""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 90, ""max_score"": 100, ""note"": ""Aged 17 months in 30% new French oak, the 2016 Le Marquis de Calon-S\u00e9gur has a deep garnet-purple color and gives up gregarious scents of chocolate-covered cherries, black raspberries and cassis with hints of violets and cinnamon stick plus an underbrush hint. The palate is medium to full-bodied, firm and grainy with a good core of layered black fruits and a perfumed finish.""}]",https://www.wine.com/product/chateau-calon-segur-le-marquis-de-calon-segur-2016/627952,750
,,France,10069380,BARON DE BRANE,Chateau Brane-Cantenac,Bordeaux,49.99,607921030460,,2012,red,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/88998_refDetail-0.jpg","[{""source"": ""Wine Spectator"", ""score"": 92, ""max_score"": 100, ""note"": ""Bright and intensely floral, with a lovely violet aroma and long, rich plum sauce, blackberry and currant notes. There's lush toast, but it's nicely integrated. Very suave. Barrel Sample: 89-92""}, {""source"": ""James Suckling"", ""score"": 91, ""max_score"": 100, ""note"": ""A wine with chocolate, berry and vanilla character with full body, round tannins and a fresh finish. Solid and firm. Needs two or three years of bottle age.""}]",https://www.wine.com/product/chateau-brane-cantenac-baron-de-brane-2010/188053,750
14.5,"ST. JOSEPH, ROUGE",France,10069391,GERIN SAINT-JOSEPH,Delas Freres,Rhone Valley,49.99,86785631158,Syrah,2017,red,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/ouuihximeqdvin5nf6y0.jpg","[{""source"": ""Wine Spectator"", ""score"": 94, ""max_score"": 100, ""note"": ""A suave and smoky style, with sandalwood, black tea, olive, juniper and bay leaf notes leading the way, followed by a core of lightly steeped bitter plum and blackberry fruit. Concentrated, showing latent length as all the elements take a late encore, supported by a lingering mineral echo. Should unwind a bit more slowly than most of its colleagues. Best from 2022 through 2035.""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 93, ""max_score"": 100, ""note"": ""The 2017 Saint Joseph Sainte-Epine comes from a couple of vineyards planted in 1981 on weathered granite soils geologically identical to those found in Hermitage's Les Bessards. Crushed stone, salted licorice and pencil shavings accent black cherries and black olives, while the full-bodied palate is velvety but structured, ripe and warm but firm and mouthwatering, with at least a decade of aging potential. Tasted twice (once blind), with consistent notes.""}, {""source"": ""Jeb Dunnuck"", ""score"": 93, ""max_score"": 100, ""note"": ""I loved the 2017 Saint Joseph Sainte Epine, a fine example of this cooler, granite terroir located just north of Tournon. Notes of graphite, camphor, scorched earth, and liquid rock all give way to a medium to full-bodied, focused, structured wine that has a terrific core of dark fruit, building tannins, and a great finish. It's going to need 4-5 years of bottle age, but it\u2019s a beauty. Rating: 93+""}, {""source"": ""James Suckling"", ""score"": 92, ""max_score"": 100, ""note"": ""Some brassy oak opens the nose here with a wealth of dark plums and brambly fruit on offer, as well as a plush dark-plum and berry core and such a fresh and fleshy note of sarsaparilla. Excellent depth. The oak will settle in here. Try from 2022.""}]",https://www.wine.com/product/delas-saint-joseph-sainte-epine-2017/638738,750
20,,Australia,10069442,Penfolds Grandfather Tawny,Penfolds Wines,South Australia,112.99,,,,fortified,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/nwzeyjjzass3aj09js7u.jpg","[{""source"": ""Wilfred Wong of Wine.com"", ""score"": 94, ""max_score"": 100, ""note"": ""COMMENTARY: The Penfolds Grandfather 20 Years Rare Tawny has always been a star amongst dessert wines. TASTING NOTES: This wine brings aromas and flavors of caramel, oxidative notes, cream, and black fruit. Just savory it by itself and conversations with a friend or two. (Tasted: September 24, 2021, Rutherford, CA)""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 92, ""max_score"": 100, ""note"": ""The 20 year old Penfolds Grandfather Rare Tawny is a pale tawny color with a touch of brick. On the nose it is a bit spirituous and shows notes of raisins and fruit cake, some hazelnut and cr\u00e8me brul\u00e9e. The palate shows even more nuttiness and depth along with greater freshness and acidity, though it seems drier than the Father. It finishes very long almost like a sweet oloroso or amontillado.""}]",https://www.wine.com/product/penfolds-grandfather-rare-tawny-in-gift-box/13721,750
,CHAMPAGNE,France,10069477,Bollinger Champagne R.D. 2008,Champagne Bollinger,Champagne,499.99,864576000198,,1988,sparkling,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/8149.jpg","[{""source"": ""Wine Spectator"", ""score"": 94, ""max_score"": 100, ""note"": null}]",https://www.wine.com/product/bollinger-rd-champagne-1988/8149,750
14,SALENTO,Italy,10069484,MASSERIA LI VELI AKSOS SUSUMANIELLO,Li Veli,Puglia,29.99,748789700499,,2023,red,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/ff5sxrmsn7uyzf5oxnhu.jpg","[{""source"": ""Vinous"", ""score"": 92, ""max_score"": 100, ""note"": ""The dusty and floral 2023 Susumaniello Askos offers a refined bouquet of crushed blackberries, incense and exotic spice. Silky and round, its core of tactile minerals adds form toward the close. The 2023 finishes structured and long, leaving a coating of fine tannins and a lingering resonance of polished wild berry fruit. This could use some time in the cellar to come fully into focus, but it shows the complexity that Susumaniello can deliver. Rating: 92+""}]",https://www.wine.com/product/li-veli-askos-susumaniello-2023/3421622,750
14.5,GALILEE,Israel,10069511,TULIP WINERY BLACK TULIP,Black Stallion Estate Winery,Galilee,74.99,87752015841,,2017,white,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/pjswpy8facjfxesbbtyr.jpg","[{""source"": ""Wine Enthusiast"", ""score"": 91, ""max_score"": 100, ""note"": ""This is a well-integrated white wine, made in an unabashedly full-bodied manner that displays ample fruit. Fig, vanilla and a thread of lemon zest give it plenty of flavor and crowd-pleasing personality. Editors\u2019 Choice""}]",https://www.wine.com/product/black-stallion-winery-sauvignon-blanc-2017/493714,750
14.5,,Italy,10069544,ANTINORI TIGNANELLO,Marchesi Antinori,Tuscany,109.99,88586002458,Super Tuscan,2021,red,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/hhvgahqqectassmq6fj3.jpg","[{""source"": ""Robert Parker's Wine Advocate"", ""score"": 98, ""max_score"": 100, ""note"": ""First made in 1971, this legendary Italian wine now celebrates its 50th birthday. Happy Birthday, Tignanello! The Marchesi Antinori 2021 Tignanello (made with 79% Sangiovese, 13% Cabernet Sauvignon and 8% Cabernet Franc) pulls on all the heartstrings. To be released in May, the wine shows a quintessentially pretty taste profile with tart fruit flavors, redcurrant, tea leaf, heritage rose, crushed white pepper, licorice, nutmeg, clove and chopped mint. It opens slowly to reveal more richness and exuberance with time, becoming downright voluptuous and heady a short while later. The through line, however, remains the bright freshness and minerality of Sangiovese. Compared to the 2018 vintage (which I also loved), this vintage has more overall fruit weight and volume.""}, {""source"": ""Vinous"", ""score"": 98, ""max_score"": 100, ""note"": ""The 2021 Tignanello is every bit as impressive from bottle as it was from barrel and then just after bottling. Silky and polished, with exceptional finesse, the 2021 has all the pedigree to become a modern benchmark for Tignanello and Italian wine more broadly. Bright dark red fruit, blood orange, spice, cedar and sweet pipe tobacco all soar out of the glass, framed by a discreet touch of French oak that adds raciness. In some vintages, the elements are discernible. In 2021, it is the total harmony of the wine that makes the strongest and deepest impression. The 2021 spent 17 months in wood, three months in neutral oak during the malolactic fermentation and then 14 months (50% new) for the rest of its aging.""}, {""source"": ""Wine Spectator"", ""score"": 97, ""max_score"": 100, ""note"": ""Laced with pure cherry, strawberry, graphite and tobacco aromas and flavors, this red is beautifully supported by a backbone of vibrant acidity and taut, refined tannins. Everything is framed by vanilla and toasty oak in the best sense, revealing harmony, with a long, orange-tinged finish and, yes, even drinkability at this stage. Best to give this a few more years in the bottle. Best from 2027 through 2045.""}, {""source"": ""James Suckling"", ""score"": 96, ""max_score"": 100, ""note"": ""The currants and spices are very pretty, with some hazelnut undertones. Medium- to full-bodied with juicy tannins and a flavorful finish. Very structured for a Tignanello, with medium chewy tannins and a flavorful finish. Very polished and curated with a deft winemaking hand coming through.""}, {""source"": ""Decanter"", ""score"": 95, ""max_score"": 100, ""note"": ""Tignanello is a southwest-facing 57-hectare vineyard on lime-rich soils in San Casciano Val di Pesa. The blend \u2013 predominantly Sangiovese with dashes of Cabernet Sauvignon and Cabernet Franc \u2013 has remained the same since 1982. Individually vinified in conical vats, with malo in oak barriques, the wines then age in mostly new French oak barrels plus a small percentage of Hungarian oak barrels, for few months before blending and further ageing; around 15 months in total. Ripe red and black berries and a herbal waft rise from the glass. Intense, grainy and vertical, it has impressive freshness of both acidity and dark fruits, with streaks of coffee and sous bois, and a sprinkling of peppery spice and dried herbs. The sapidity on the mid-palate combines with a soft, creamy chocolate and black fruit finish to create a deliciously approachable and gastronomic wine that will, of course, repay further ageing.""}]",https://www.wine.com/product/marchesi-antinori-tignanello-15-liter-magnum-2021/2534469,375
14,,Italy,10069545,ANTINORI TIGNANELLO,Marchesi Antinori,Tuscany,449.99,88586002434,Super Tuscan,2019,red,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/nph9plkb2o4w8jkf3y0s.jpg","[{""source"": ""Robert Parker's Wine Advocate"", ""score"": 96, ""max_score"": 100, ""note"": ""The Marchesi Antinori 2019 Tignanello was born in a classic growing season that saw some cooling summer rains and relatively stress-free conditions. This is an elegant and extremely polished wine made with mostly Sangiovese and smaller parts Cabernet Sauvignon and Cabernet Franc. Here too, the small blending element of Cabernet Franc has been slowly increasing in recent years. The 2019 vintage was born with a good amount of power and tannic structure, and maceration times were slightly reduced as a result. This less extractive approach shapes a polished and elegant wine with plenty of bright berry fruit, cherry, dried mint, blue flower, blood orange and rusty earth. The palate is more compact and streamlined. It shows beautiful grace.""}, {""source"": ""Wine Spectator"", ""score"": 96, ""max_score"": 100, ""note"": ""A supple, elegant red highlighted by bright cherry, black currant, violet, tobacco, iron and oak spice aromas and flavors. Though fluid and seemingly approachable now, this is well-structured and shows the balance to age. Fine length. Sangiovese, Cabernet Sauvignon and Cabernet Franc. Best from 2025.""}, {""source"": ""James Suckling"", ""score"": 95, ""max_score"": 100, ""note"": ""Extremely perfumed and vivid, with fresh mushrooms, cherry stones and blackberries. Medium-bodied with very fine tannins that are long and complete. Fresh acidity. Tangy and vibrant. Lovely is the word.""}, {""source"": ""Wine Enthusiast"", ""score"": 95, ""max_score"": 100, ""note"": ""The nose on the 2019 vintage of this Super Tuscan benchmark is soft and dense, with dark macerated berries in tension with green and black pepper, a hint of hibiscus or a cranberry tea, followed by tanned leather, wet soil and moss under a tree. The palate echoes the nose but adds more decadent notes of plum, fig and chocolate mousse, with tannins that feel like a good pair of loafers\u2014 supportive, but comfortable.""}]",https://www.wine.com/product/marchesi-antinori-tignanello-2019/1045650,1500
15,,Italy,10069559,Isole E Olena Cepparello,Isole e Olena,Tuscany,174.99,877397007383,,2020,red,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/dvq52vj1eiqfz3tpdsfw.jpg","[{""source"": ""Vinous"", ""score"": 97, ""max_score"": 100, ""note"": ""The 2020 Cepparello is a total stunner, just as it was last year. Deeply colored, layered and explosive in the glass, the 2020 possesses striking textural richness and overall intensity. Black cherry, graphite, plum, spice and lavender flesh out effortlessly. There's tremendous pedigree and sheer stature here. Cepparello is surely one of the wines of the year.""}, {""source"": ""Wine Spectator"", ""score"": 96, ""max_score"": 100, ""note"": ""Expressive and sumptuous from the get-go, this red features cherry, strawberry, rose, orange peel, mineral and Tuscan herb aromas and flavors. Sangiovese. Best from 2025 through 2045.""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 96, ""max_score"": 100, ""note"": ""Supple and smooth, the 2020 Cepparello brings Sangiovese to soaring heights in a manner only Paolo De Marchi can manage. This is his second to last vintage before he would retire and sell this historic estate. The wine opens to medium to full-bodied concentration with dark plum and redcurrant. Those cede to sweet spice, earth, crushed stone, rusty nail and candied orange peel. Give the wine more time to flesh out with cellar age. It registers a powerful 15% alcohol content.""}, {""source"": ""James Suckling"", ""score"": 96, ""max_score"": 100, ""note"": ""Smoky and austere wine with a restrained nose of dark cherries allied to assertive bergamot and slightly chocolatey depth. Full-bodied with a smooth attack, then dense and velvety with a vibrant and energetic palate. Juicy and toasty in the aftertaste. Drink or hold.""}, {""source"": ""Wilfred Wong of Wine.com"", ""score"": 95, ""max_score"": 100, ""note"": ""Controlled power, the excellent 2020 Isole e Elena Cepparello elevated wine enjoyment to a new place. This wine offers a blend of red and black fruits, complemented by alluring oak and satisfying textures. Serve it with an English-style Prime Rib and don't forget the Yorkshire Pudding. (Tasted: May 30, 2025, San Francisco, CA)""}]",https://www.wine.com/product/isole-e-olena-cepparello-2020/1626113,750
14,RIOJA,Spain,10069560,MARQUES DE MURRIETA CASTILLO YGAY ESPECIAL COSECHA,Marques de Murrieta,Rioja,259.99,8411509115027,Tempranillo,2011,red,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/jubm0xajzzwjpxh6qzsc.jpg","[{""source"": ""James Suckling"", ""score"": 98, ""max_score"": 100, ""note"": ""Extremely well-mannered, traditional character to this, showing layer upon layer of savory complexity on the nose, with iron, dried meat, tobacco, balsamic fruit, dried red berries, orange peel, leather and dried mushrooms. A medium-to full-bodied, linear and zesty Rioja that\u2019s full of nuanced flavors that linger through the very long, savory finish. Floral, too. Yet, it remains bright and precise. Tempranillo with 16% mazuelo.""}, {""source"": ""Wine Enthusiast"", ""score"": 97, ""max_score"": 100, ""note"": ""Deep violet-red to the eye, this wine has a nose of raspberry, white chocolate and juniper berry. Still youthful on the palate, it offers ever-present tannins supporting flavors of dark plum, black cherry, caramel and violet that slowly fade into a soft cherry-pie finish. Drink through 2042.""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 97, ""max_score"": 100, ""note"": ""The 2011 Castillo Ygay Gran Reserva Especial was produced with a blend of 84% Tempranillo and 16% Mazuelo (Cari\u00f1ena) from a plot called La Plana that was planted in 1950 at 485 meters in altitude, the highest in the Ygay property. The grapes were picked between September 17 and 22, and the Mazuelo was later, on September 28. The bunches were destemmed and lightly crushed and put to ferment in stainless steel for 11 days with constant pump-overs and punch-downs. The Tempranillo matured for 28 months in American oak barrels and the Mazuelo for 28 months in French barriques. It's 14% alcohol and has a pH of 3.65 with 5.6 grams of acidity (measured in tartaric acid per liter). It's very tough to follow a vintage like 2010, and 2011 was not an easy year; the wine is possibly more powerful and concentrated but keeping the freshness, with a longer \u00e9levage but very young and lively, with an elegant texture and mouthfeel, great balance and elegance. The wine feels lively, and it seems impossible that it has been in bottle for over six years. It has the classical profile with the effect of the American oak barrels, cigar box, cedar wood, sweet spices\u2014aromatic, intoxicating, complex. This should age very slowly and for a very long time. 131,668 bottles produced. It was bottled in February 2016. No 2013, 2014 or 2015 will be produced. They have a 2012, and they will jump from that to 2016. The 2012 will be released in late 2023 or early 2024 and the 2016 in 2027 or 2028. Finger crossed...""}, {""source"": ""Wine Spectator"", ""score"": 94, ""max_score"": 100, ""note"": ""This polished red shows lots of depth, with cola-lined notes of glossy dark cherry and black olive hedged with wild herb, anise, loamy earth, mocha and clove. Refined, harmonious and expressive. Drink now through 2031.""}]",https://www.wine.com/product/marques-de-murrieta-castillo-ygay-gran-reserva-especial-2011/976292,750
12.5,,France,10069587,RUINART BLANC SINGULER,Ruinart,Champagne,149.99,81753838096,,,sparkling,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/un4m998dju2w35zdshy4.jpg","[{""source"": ""Tasting Panel"", ""score"": 97, ""max_score"": 100, ""note"": ""Cool initial suggestions of lime, chalk, and buttered toast make way for decidedly sunny aromas of yellow apple, Anjou pear, peach and pluot sprinkled with white flowers. Making a luxurious texture in perfect balance with moderately tangy acidity, the fruit takes on a bit of a honeyed tropical cast in the mouth, with pineapple and mango ushering in a finishing dash of earthy lemon pepper on the long, fresh finish. The effect is effortlessly stylish.""}, {""source"": ""Wine Enthusiast"", ""score"": 94, ""max_score"": 100, ""note"": ""Ruinart is a specialist in Blanc de Blancs Champagne. This wine is finely balanced between maturity and taut fresh, mineral-driven fruit.""}, {""source"": ""Wine Spectator"", ""score"": 93, ""max_score"": 100, ""note"": ""A toasty blanc de blanc with an aromatic overtone of smoke and lemon peel notes accenting flavors of poached apricot, brioche, passion fruit coulis and fresh thyme. Fine and creamy in texture, with a racy finish.""}, {""source"": ""Wilfred Wong of Wine.com"", ""score"": 93, ""max_score"": 100, ""note"": ""COMMENTARY: The Ruinart Blanc de Blancs has always been one of our household favorites, and the current cuv\u00e9e is alluring and pleasing from start to finish. TASTING NOTES: This wine is refined, steady, and attractive, with aromas and flavors of tart and ripe apple and a hint of spice. Enjoy it with ikura sashimi appetizers. (Tasted: July 14, 2022, Menlo Park, CA)""}, {""source"": ""James Suckling"", ""score"": 92, ""max_score"": 100, ""note"": ""Lemon tart, grapefruit and almonds on the nose, followed by a rounded, silky palate with soft bubbles. Pretty lemon curd and vanilla flavors to close.""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 91, ""max_score"": 100, ""note"": ""Based on the 2019 vintage and disgorged in 2022, Ruinart's newly released NV Blanc de Blancs bursts with characteristically reductive aromas of yellow orchard fruit, citrus oil, iodine and toasted bread. Medium-bodied, pillowy and fleshy, with lively acids and a saline finish, it is an attractive Champagne that incorporates 20% reserve wines.""}, {""source"": ""Jeb Dunnuck"", ""score"": 91, ""max_score"": 100, ""note"": ""Classic and springy, with a pastoral, fresh feel and a bright pale straw hue, the NV Champagne Blanc De Blancs Brut is the calling card for the house. This release is based on the 2020 vintage, with some reserves from 2019 and 2018, all raised in stainless steel tank and lifted with 7 grams per liter dosage. Opening to floral aromas as well as a note of salted white grapefruit and a hint of soft, chalky earth, it offers a fluffy mousse and a juicy palate, with notes of candied apple in a medium-bodied frame. A sleek and refreshing Champagne with an approachable kiss of sweet, ripe fruit, it\u2019s going to hold up over the coming years, but I would prefer to enjoy it young to preserve its freshness.""}, {""source"": ""Wine & Spirits"", ""score"": 90, ""max_score"": 100, ""note"": ""Creamy in its gentle texture, this has the floral scent of hops and the sweet citrus tang of oranges. A subtle aperitif. R\u00e9coltant-Manipulant in Avize (C\u00f4te des Blancs) founded in 1947 owns 10 acres of chardonnay average vine age: 45 years oldest vines: 70+ years.""}]",https://www.wine.com/product/ruinart-brut-blanc-de-blancs-with-gift-box/395406,750
12,,Italy,10069601,CANTINA ZACCAGNINI BLANC DE BLANCS,Zaccagnini,Abruzzo,16.99,89475501441,,,sparkling,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/j7e3td3wgxfkda8xog6q.jpg","[{""source"": ""James Suckling"", ""score"": 90, ""max_score"": 100, ""note"": ""This is fresh with a zesty mineral character and tangy mouthfeel. Clean and dry, with a medium body, fine bubbles and a flavorful finish.""}]",https://www.wine.com/product/zaccagnini-blanc-de-blancs/1744192,750
14.1,,United States,10069624,TRIBUTE CABERNET SAUVIGNON,Tribute,California,16.99,83120010647,Cabernet Sauvignon,2021,red,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/h6k4xmbllt3mz8anckpt.jpg","[{""source"": ""Tasting Panel"", ""score"": 90, ""max_score"": 100, ""note"": ""Teeth-grabbing notes of dusty plum are layered with mocha and graphite. The powerful palate is tamed by ripe blackberry and black olive.""}]",https://www.wine.com/product/tribute-cabernet-sauvignon-2021/1221466,750
13.5,,Italy,10069729,Planeta Chardonnay,Planeta,Sicily,44.99,86785250045,,2022,white,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/a21idduptlwohzcsvcrj.jpg","[{""source"": ""James Suckling"", ""score"": 92, ""max_score"": 100, ""note"": ""Plenty of wood spices, vanilla and praline here with lemon rind and ripe pineapples. Bright and creamy on the palate with a full body and flavorful, zesty finish. From organically grown grapes. Needs time to let the wood settle. Try from 2025.""}, {""source"": ""Vinous"", ""score"": 92, ""max_score"": 100, ""note"": ""The 2022 Chardonnay entices with a seductive whiff of spicy oak and vanilla bean that blows off to reveal deeper notes of almond custard, Asian pear and sweet smoke. It's silky-smooth, a pure pleasure on the palate, with ripe orchard fruits and salty minerals that add contrast. Brisk acidity maintains fantastic balance as the 2022 tapers off long and spicy, with hints of ground ginger and hazelnut that slowly fade. This will require some cellaring to integrate its oak, but it has the balance necessary for a lovely evolution.""}]",https://www.wine.com/product/planeta-chardonnay-2022/1574743,750
